"","panel","gene"
"1754","Genetic_epilepsy_syndromes.rds","AKAP13"
"1755","Genetic_epilepsy_syndromes.rds","ALAD"
"1756","Genetic_epilepsy_syndromes.rds","ALAS1"
"1757","Genetic_epilepsy_syndromes.rds","ALAS2"
"1758","Genetic_epilepsy_syndromes.rds","ALDH3A2"
"1759","Genetic_epilepsy_syndromes.rds","ALDOA"
"1760","Genetic_epilepsy_syndromes.rds","ALDOC"
"1761","Genetic_epilepsy_syndromes.rds","ALOX5"
"1762","Genetic_epilepsy_syndromes.rds","AMD1"
"1763","Genetic_epilepsy_syndromes.rds","AMDHD2"
"1764","Genetic_epilepsy_syndromes.rds","AMPD3"
"1765","Genetic_epilepsy_syndromes.rds","ANAPC11"
"1766","Genetic_epilepsy_syndromes.rds","ANK2"
"1767","Genetic_epilepsy_syndromes.rds","ANK3"
"1768","Genetic_epilepsy_syndromes.rds","ANKHD1"
"1769","Genetic_epilepsy_syndromes.rds","ANKRD17"
"1770","Genetic_epilepsy_syndromes.rds","ANKS1B"
"1771","Genetic_epilepsy_syndromes.rds","ANKS3"
"1772","Genetic_epilepsy_syndromes.rds","ANKZF1"
"1773","Genetic_epilepsy_syndromes.rds","ANP32A"
"1774","Genetic_epilepsy_syndromes.rds","ANXA2"
"1775","Genetic_epilepsy_syndromes.rds","AP1B1"
"1776","Genetic_epilepsy_syndromes.rds","AP1G1"
"1777","Genetic_epilepsy_syndromes.rds","AP2B1"
"1778","Genetic_epilepsy_syndromes.rds","AP2M1"
"1779","Genetic_epilepsy_syndromes.rds","APLP1"
"1780","Genetic_epilepsy_syndromes.rds","APP"
"1781","Genetic_epilepsy_syndromes.rds","APTX"
"1782","Genetic_epilepsy_syndromes.rds","AQR"
"1783","Genetic_epilepsy_syndromes.rds","AR"
"1784","Genetic_epilepsy_syndromes.rds","ARF1"
"1785","Genetic_epilepsy_syndromes.rds","ARFGAP2"
"1786","Genetic_epilepsy_syndromes.rds","ARFGEF1"
"1787","Genetic_epilepsy_syndromes.rds","ARHGAP35"
"1788","Genetic_epilepsy_syndromes.rds","ARHGDIA"
"1789","Genetic_epilepsy_syndromes.rds","ARHGEF7"
"1790","Genetic_epilepsy_syndromes.rds","ARID1A"
"1791","Genetic_epilepsy_syndromes.rds","ARIH1"
"1792","Genetic_epilepsy_syndromes.rds","ARIH2"
"1793","Genetic_epilepsy_syndromes.rds","ARL8A"
"1794","Genetic_epilepsy_syndromes.rds","ARMC8"
"1795","Genetic_epilepsy_syndromes.rds","ARPC2"
"1796","Genetic_epilepsy_syndromes.rds","ARPP21"
"1797","Genetic_epilepsy_syndromes.rds","ARSD"
"1798","Genetic_epilepsy_syndromes.rds","ARSE"
"1799","Genetic_epilepsy_syndromes.rds","ASL"
"1800","Genetic_epilepsy_syndromes.rds","ATAD3A"
"1801","Genetic_epilepsy_syndromes.rds","ATAD3B"
"1802","Genetic_epilepsy_syndromes.rds","ATP11A"
"1803","Genetic_epilepsy_syndromes.rds","ATP13A2"
"1804","Genetic_epilepsy_syndromes.rds","ATP2A1"
"1805","Genetic_epilepsy_syndromes.rds","ATP2A2"
"1806","Genetic_epilepsy_syndromes.rds","ATP2B1"
"1807","Genetic_epilepsy_syndromes.rds","ATP2B3"
"1808","Genetic_epilepsy_syndromes.rds","ATP2B4"
"1809","Genetic_epilepsy_syndromes.rds","ATP4A"
"1810","Genetic_epilepsy_syndromes.rds","ATP6AP1"
"1811","Genetic_epilepsy_syndromes.rds","ATP6AP2"
"1812","Genetic_epilepsy_syndromes.rds","ATP6V0A1"
"1813","Genetic_epilepsy_syndromes.rds","ATP6V0D1"
"1814","Genetic_epilepsy_syndromes.rds","ATP6V1B2"
"1815","Genetic_epilepsy_syndromes.rds","ATP6V1E1"
"1816","Genetic_epilepsy_syndromes.rds","ATP6V1H"
"1817","Genetic_epilepsy_syndromes.rds","ATP7B"
"1818","Genetic_epilepsy_syndromes.rds","ATP9A"
"1819","Genetic_epilepsy_syndromes.rds","ATP9B"
"1820","Genetic_epilepsy_syndromes.rds","ATR"
"1821","Genetic_epilepsy_syndromes.rds","ATXN7L3"
"1822","Genetic_epilepsy_syndromes.rds","AUP1"
"1823","Genetic_epilepsy_syndromes.rds","AZI2"
"1824","Genetic_epilepsy_syndromes.rds","BAIAP2"
"1825","Genetic_epilepsy_syndromes.rds","BANP"
"1826","Genetic_epilepsy_syndromes.rds","BBS1"
"1827","Genetic_epilepsy_syndromes.rds","BBS9"
"1828","Genetic_epilepsy_syndromes.rds","BBX"
"1829","Genetic_epilepsy_syndromes.rds","BCAS3"
"1830","Genetic_epilepsy_syndromes.rds","BCL11A"
"1831","Genetic_epilepsy_syndromes.rds","BCL11B"
"1832","Genetic_epilepsy_syndromes.rds","BCL2L11"
"1833","Genetic_epilepsy_syndromes.rds","BDH1"
"1834","Genetic_epilepsy_syndromes.rds","BEGAIN"
"1835","Genetic_epilepsy_syndromes.rds","BEST1"
"1836","Genetic_epilepsy_syndromes.rds","BFSP2"
"1837","Genetic_epilepsy_syndromes.rds","BPTF"
"1838","Genetic_epilepsy_syndromes.rds","BRCA1"
"1839","Genetic_epilepsy_syndromes.rds","BRD4"
"1840","Genetic_epilepsy_syndromes.rds","BRSK1"
"1841","Genetic_epilepsy_syndromes.rds","BRSK2"
"1842","Genetic_epilepsy_syndromes.rds","BSDC1"
"1843","Genetic_epilepsy_syndromes.rds","BTAF1"
"1844","Genetic_epilepsy_syndromes.rds","BTK"
"1845","Genetic_epilepsy_syndromes.rds","C19orf54"
"1846","Genetic_epilepsy_syndromes.rds","C1orf43"
"1847","Genetic_epilepsy_syndromes.rds","C1orf61"
"1848","Genetic_epilepsy_syndromes.rds","C2orf92"
"1849","Genetic_epilepsy_syndromes.rds","C7orf50"
"1850","Genetic_epilepsy_syndromes.rds","CACNA1I"
"1851","Genetic_epilepsy_syndromes.rds","CACNA2D1"
"1852","Genetic_epilepsy_syndromes.rds","CACNB1"
"1853","Genetic_epilepsy_syndromes.rds","CACNB2"
"1854","Genetic_epilepsy_syndromes.rds","CACNB4"
"1855","Genetic_epilepsy_syndromes.rds","CADPS"
"1856","Genetic_epilepsy_syndromes.rds","CALCOCO2"
"1857","Genetic_epilepsy_syndromes.rds","CALM1"
"1858","Genetic_epilepsy_syndromes.rds","CAMK1D"
"1859","Genetic_epilepsy_syndromes.rds","CAMK2A"
"1860","Genetic_epilepsy_syndromes.rds","CAMK2G"
"1861","Genetic_epilepsy_syndromes.rds","CAMKV"
"1862","Genetic_epilepsy_syndromes.rds","CAMTA1"
"1863","Genetic_epilepsy_syndromes.rds","CAND1"
"1864","Genetic_epilepsy_syndromes.rds","CANT1"
"1865","Genetic_epilepsy_syndromes.rds","CAPN1"
"1866","Genetic_epilepsy_syndromes.rds","CAPN10"
"1867","Genetic_epilepsy_syndromes.rds","CAPN3"
"1868","Genetic_epilepsy_syndromes.rds","CARD8"
"1869","Genetic_epilepsy_syndromes.rds","CARM1"
"1870","Genetic_epilepsy_syndromes.rds","CARS2"
"1871","Genetic_epilepsy_syndromes.rds","CASC4"
"1872","Genetic_epilepsy_syndromes.rds","CASR"
"1873","Genetic_epilepsy_syndromes.rds","CAST"
"1874","Genetic_epilepsy_syndromes.rds","CAT"
"1875","Genetic_epilepsy_syndromes.rds","CAV2"
"1876","Genetic_epilepsy_syndromes.rds","CBLB"
"1877","Genetic_epilepsy_syndromes.rds","CBS"
"1878","Genetic_epilepsy_syndromes.rds","CBX1"
"1879","Genetic_epilepsy_syndromes.rds","CBX5"
"1880","Genetic_epilepsy_syndromes.rds","CCBE1"
"1881","Genetic_epilepsy_syndromes.rds","CCDC120"
"1882","Genetic_epilepsy_syndromes.rds","CCDC149"
"1883","Genetic_epilepsy_syndromes.rds","CCNK"
"1884","Genetic_epilepsy_syndromes.rds","CCNL1"
"1885","Genetic_epilepsy_syndromes.rds","CD320"
"1886","Genetic_epilepsy_syndromes.rds","CDC27"
"1887","Genetic_epilepsy_syndromes.rds","CDC42"
"1888","Genetic_epilepsy_syndromes.rds","CDC42BPB"
"1889","Genetic_epilepsy_syndromes.rds","CDC73"
"1890","Genetic_epilepsy_syndromes.rds","CDK16"
"1891","Genetic_epilepsy_syndromes.rds","CDK19"
"1892","Genetic_epilepsy_syndromes.rds","CDK5"
"1893","Genetic_epilepsy_syndromes.rds","CDK5RAP1"
"1894","Genetic_epilepsy_syndromes.rds","CDK5RAP3"
"1895","Genetic_epilepsy_syndromes.rds","CDK6"
"1896","Genetic_epilepsy_syndromes.rds","CELF1"
"1897","Genetic_epilepsy_syndromes.rds","CELF2"
"1898","Genetic_epilepsy_syndromes.rds","CELF4"
"1899","Genetic_epilepsy_syndromes.rds","CERS5"
"1900","Genetic_epilepsy_syndromes.rds","CFI"
"1901","Genetic_epilepsy_syndromes.rds","CFL1"
"1902","Genetic_epilepsy_syndromes.rds","CFLAR"
"1903","Genetic_epilepsy_syndromes.rds","CHAT"
"1904","Genetic_epilepsy_syndromes.rds","CHD3"
"1905","Genetic_epilepsy_syndromes.rds","CHD5"
"1906","Genetic_epilepsy_syndromes.rds","CHML"
"1907","Genetic_epilepsy_syndromes.rds","CHN2"
"1908","Genetic_epilepsy_syndromes.rds","CHRNA1"
"1909","Genetic_epilepsy_syndromes.rds","CHRNA7"
"1910","Genetic_epilepsy_syndromes.rds","CHRND"
"1911","Genetic_epilepsy_syndromes.rds","CHRNG"
"1912","Genetic_epilepsy_syndromes.rds","CIRBP"
"1913","Genetic_epilepsy_syndromes.rds","CLASP1"
"1914","Genetic_epilepsy_syndromes.rds","CLASP2"
"1915","Genetic_epilepsy_syndromes.rds","CLCN2"
"1916","Genetic_epilepsy_syndromes.rds","CLCN5"
"1917","Genetic_epilepsy_syndromes.rds","CLCN6"
"1918","Genetic_epilepsy_syndromes.rds","CLCN7"
"1919","Genetic_epilepsy_syndromes.rds","CLIC5"
"1920","Genetic_epilepsy_syndromes.rds","CLIP3"
"1921","Genetic_epilepsy_syndromes.rds","CLK3"
"1922","Genetic_epilepsy_syndromes.rds","CLMN"
"1923","Genetic_epilepsy_syndromes.rds","CLN5"
"1924","Genetic_epilepsy_syndromes.rds","CLN6"
"1925","Genetic_epilepsy_syndromes.rds","CMIP"
"1926","Genetic_epilepsy_syndromes.rds","CMTR1"
"1927","Genetic_epilepsy_syndromes.rds","CNBP"
"1928","Genetic_epilepsy_syndromes.rds","CNDP2"
"1929","Genetic_epilepsy_syndromes.rds","CNOT1"
"1930","Genetic_epilepsy_syndromes.rds","CNOT2"
"1931","Genetic_epilepsy_syndromes.rds","CNOT3"
"1932","Genetic_epilepsy_syndromes.rds","CNOT6L"
"1933","Genetic_epilepsy_syndromes.rds","CNTN2"
"1934","Genetic_epilepsy_syndromes.rds","CNTNAP4"
"1935","Genetic_epilepsy_syndromes.rds","COBLL1"
"1936","Genetic_epilepsy_syndromes.rds","COCH"
"1937","Genetic_epilepsy_syndromes.rds","COL10A1"
"1938","Genetic_epilepsy_syndromes.rds","COL12A1"
"1939","Genetic_epilepsy_syndromes.rds","COL1A1"
"1940","Genetic_epilepsy_syndromes.rds","COL1A2"
"1941","Genetic_epilepsy_syndromes.rds","COL2A1"
"1942","Genetic_epilepsy_syndromes.rds","COL4A3"
"1943","Genetic_epilepsy_syndromes.rds","COL4A5"
"1944","Genetic_epilepsy_syndromes.rds","COL5A2"
"1945","Genetic_epilepsy_syndromes.rds","COL6A2"
"1946","Genetic_epilepsy_syndromes.rds","COL9A2"
"1947","Genetic_epilepsy_syndromes.rds","COL9A3"
"1948","Genetic_epilepsy_syndromes.rds","COLQ"
"1949","Genetic_epilepsy_syndromes.rds","COPS2"
"1950","Genetic_epilepsy_syndromes.rds","COPS4"
"1951","Genetic_epilepsy_syndromes.rds","COPS5"
"1952","Genetic_epilepsy_syndromes.rds","COPS7A"
"1953","Genetic_epilepsy_syndromes.rds","CPNE4"
"1954","Genetic_epilepsy_syndromes.rds","CPNE6"
"1955","Genetic_epilepsy_syndromes.rds","CPSF6"
"1956","Genetic_epilepsy_syndromes.rds","CPSF7"
"1957","Genetic_epilepsy_syndromes.rds","CPT1B"
"1958","Genetic_epilepsy_syndromes.rds","CPT1C"
"1959","Genetic_epilepsy_syndromes.rds","CRB1"
"1960","Genetic_epilepsy_syndromes.rds","CREB1"
"1961","Genetic_epilepsy_syndromes.rds","CRELD2"
"1962","Genetic_epilepsy_syndromes.rds","CREM"
"1963","Genetic_epilepsy_syndromes.rds","CRY2"
"1964","Genetic_epilepsy_syndromes.rds","CS"
"1965","Genetic_epilepsy_syndromes.rds","CSF2RA"
"1966","Genetic_epilepsy_syndromes.rds","CSF2RB"
"1967","Genetic_epilepsy_syndromes.rds","CSK"
"1968","Genetic_epilepsy_syndromes.rds","CSMD2"
"1969","Genetic_epilepsy_syndromes.rds","CSNK1A1"
"1970","Genetic_epilepsy_syndromes.rds","CSNK2A1"
"1971","Genetic_epilepsy_syndromes.rds","CSNK2A2"
"1972","Genetic_epilepsy_syndromes.rds","CSRP1"
"1973","Genetic_epilepsy_syndromes.rds","CSTF1"
"1974","Genetic_epilepsy_syndromes.rds","CSTF2"
"1975","Genetic_epilepsy_syndromes.rds","CTBP1"
"1976","Genetic_epilepsy_syndromes.rds","CTBP2"
"1977","Genetic_epilepsy_syndromes.rds","CTCF"
"1978","Genetic_epilepsy_syndromes.rds","CTH"
"1979","Genetic_epilepsy_syndromes.rds","CTNNA1"
"1980","Genetic_epilepsy_syndromes.rds","CTNND2"
"1981","Genetic_epilepsy_syndromes.rds","CTNS"
"1982","Genetic_epilepsy_syndromes.rds","CTR9"
"1983","Genetic_epilepsy_syndromes.rds","CTRL"
"1984","Genetic_epilepsy_syndromes.rds","CTSB"
"1985","Genetic_epilepsy_syndromes.rds","CUL3"
"1986","Genetic_epilepsy_syndromes.rds","CUL4A"
"1987","Genetic_epilepsy_syndromes.rds","CUL4B"
"1988","Genetic_epilepsy_syndromes.rds","CUL5"
"1989","Genetic_epilepsy_syndromes.rds","CUTA"
"1990","Genetic_epilepsy_syndromes.rds","CXorf56"
"1991","Genetic_epilepsy_syndromes.rds","CXXC1"
"1992","Genetic_epilepsy_syndromes.rds","CYB5R3"
"1993","Genetic_epilepsy_syndromes.rds","CYBB"
"1994","Genetic_epilepsy_syndromes.rds","CYBC1"
"1995","Genetic_epilepsy_syndromes.rds","CYLD"
"1996","Genetic_epilepsy_syndromes.rds","DACH2"
"1997","Genetic_epilepsy_syndromes.rds","DAZAP1"
"1998","Genetic_epilepsy_syndromes.rds","DCAF10"
"1999","Genetic_epilepsy_syndromes.rds","DCAF11"
"2000","Genetic_epilepsy_syndromes.rds","DCAF7"
"2001","Genetic_epilepsy_syndromes.rds","DCBLD1"
"2002","Genetic_epilepsy_syndromes.rds","DCTN1"
"2003","Genetic_epilepsy_syndromes.rds","DDB1"
"2004","Genetic_epilepsy_syndromes.rds","DDR1"
"2005","Genetic_epilepsy_syndromes.rds","DDX23"
"2006","Genetic_epilepsy_syndromes.rds","DDX39B"
"2007","Genetic_epilepsy_syndromes.rds","DDX42"
"2008","Genetic_epilepsy_syndromes.rds","DDX46"
"2009","Genetic_epilepsy_syndromes.rds","DEF8"
"2010","Genetic_epilepsy_syndromes.rds","DGKA"
"2011","Genetic_epilepsy_syndromes.rds","DGKD"
"2012","Genetic_epilepsy_syndromes.rds","DGKG"
"2013","Genetic_epilepsy_syndromes.rds","DGKH"
"2014","Genetic_epilepsy_syndromes.rds","DGLUCY"
"2015","Genetic_epilepsy_syndromes.rds","DGUOK"
"2016","Genetic_epilepsy_syndromes.rds","DHCR24"
"2017","Genetic_epilepsy_syndromes.rds","DHODH"
"2018","Genetic_epilepsy_syndromes.rds","DHX15"
"2019","Genetic_epilepsy_syndromes.rds","DICER1"
"2020","Genetic_epilepsy_syndromes.rds","DIP2A"
"2021","Genetic_epilepsy_syndromes.rds","DIP2C"
"2022","Genetic_epilepsy_syndromes.rds","DKC1"
"2023","Genetic_epilepsy_syndromes.rds","DLG2"
"2024","Genetic_epilepsy_syndromes.rds","DLG3"
"2025","Genetic_epilepsy_syndromes.rds","DLG4"
"2026","Genetic_epilepsy_syndromes.rds","DLGAP1"
"2027","Genetic_epilepsy_syndromes.rds","DMAP1"
"2028","Genetic_epilepsy_syndromes.rds","DMD"
"2029","Genetic_epilepsy_syndromes.rds","DNAJC7"
"2030","Genetic_epilepsy_syndromes.rds","DNM2"
"2031","Genetic_epilepsy_syndromes.rds","DNMT1"
"2032","Genetic_epilepsy_syndromes.rds","DNPEP"
"2033","Genetic_epilepsy_syndromes.rds","DOCK2"
"2034","Genetic_epilepsy_syndromes.rds","DOCK9"
"2035","Genetic_epilepsy_syndromes.rds","DONSON"
"2036","Genetic_epilepsy_syndromes.rds","DPF1"
"2037","Genetic_epilepsy_syndromes.rds","DPYSL2"
"2038","Genetic_epilepsy_syndromes.rds","DPYSL4"
"2039","Genetic_epilepsy_syndromes.rds","DPYSL5"
"2040","Genetic_epilepsy_syndromes.rds","DROSHA"
"2041","Genetic_epilepsy_syndromes.rds","DSN1"
"2042","Genetic_epilepsy_syndromes.rds","DTNA"
"2043","Genetic_epilepsy_syndromes.rds","DTNB"
"2044","Genetic_epilepsy_syndromes.rds","DYM"
"2045","Genetic_epilepsy_syndromes.rds","DYNC1I2"
"2046","Genetic_epilepsy_syndromes.rds","EBF1"
"2047","Genetic_epilepsy_syndromes.rds","ECE2"
"2048","Genetic_epilepsy_syndromes.rds","ECHDC2"
"2049","Genetic_epilepsy_syndromes.rds","EDA"
"2050","Genetic_epilepsy_syndromes.rds","EDAR"
"2051","Genetic_epilepsy_syndromes.rds","EDC4"
"2052","Genetic_epilepsy_syndromes.rds","EDIL3"
"2053","Genetic_epilepsy_syndromes.rds","EEF1A1"
"2054","Genetic_epilepsy_syndromes.rds","EEF2"
"2055","Genetic_epilepsy_syndromes.rds","EIF2S1"
"2056","Genetic_epilepsy_syndromes.rds","EIF3D"
"2057","Genetic_epilepsy_syndromes.rds","EIF4A1"
"2058","Genetic_epilepsy_syndromes.rds","EIF4A2"
"2059","Genetic_epilepsy_syndromes.rds","EIF4A3"
"2060","Genetic_epilepsy_syndromes.rds","EIF4ENIF1"
"2061","Genetic_epilepsy_syndromes.rds","EIF5"
"2062","Genetic_epilepsy_syndromes.rds","EIF5A"
"2063","Genetic_epilepsy_syndromes.rds","ELAVL1"
"2064","Genetic_epilepsy_syndromes.rds","ELMO1"
"2065","Genetic_epilepsy_syndromes.rds","ELMO2"
"2066","Genetic_epilepsy_syndromes.rds","ELOVL6"
"2067","Genetic_epilepsy_syndromes.rds","ELP2"
"2068","Genetic_epilepsy_syndromes.rds","ELP4"
"2069","Genetic_epilepsy_syndromes.rds","EMID1"
"2070","Genetic_epilepsy_syndromes.rds","EML2"
"2071","Genetic_epilepsy_syndromes.rds","EML5"
"2072","Genetic_epilepsy_syndromes.rds","ENOX2"
"2073","Genetic_epilepsy_syndromes.rds","EP300"
"2074","Genetic_epilepsy_syndromes.rds","EP400"
"2075","Genetic_epilepsy_syndromes.rds","EPB41"
"2076","Genetic_epilepsy_syndromes.rds","EPB41L2"
"2077","Genetic_epilepsy_syndromes.rds","EPB41L3"
"2078","Genetic_epilepsy_syndromes.rds","EPB41L5"
"2079","Genetic_epilepsy_syndromes.rds","EPB42"
"2080","Genetic_epilepsy_syndromes.rds","ERAL1"
"2081","Genetic_epilepsy_syndromes.rds","ERBB2"
"2082","Genetic_epilepsy_syndromes.rds","ESRRG"
"2083","Genetic_epilepsy_syndromes.rds","ETF1"
"2084","Genetic_epilepsy_syndromes.rds","ETFA"
"2085","Genetic_epilepsy_syndromes.rds","ETFB"
"2086","Genetic_epilepsy_syndromes.rds","EWSR1"
"2087","Genetic_epilepsy_syndromes.rds","EXOC1"
"2088","Genetic_epilepsy_syndromes.rds","EXOC4"
"2089","Genetic_epilepsy_syndromes.rds","EXOC7"
"2090","Genetic_epilepsy_syndromes.rds","EXOSC10"
"2091","Genetic_epilepsy_syndromes.rds","EYA1"
"2092","Genetic_epilepsy_syndromes.rds","EYA2"
"2093","Genetic_epilepsy_syndromes.rds","EYA4"
"2094","Genetic_epilepsy_syndromes.rds","EZH1"
"2095","Genetic_epilepsy_syndromes.rds","EZH2"
"2096","Genetic_epilepsy_syndromes.rds","F10"
"2097","Genetic_epilepsy_syndromes.rds","F2"
"2098","Genetic_epilepsy_syndromes.rds","F8"
"2099","Genetic_epilepsy_syndromes.rds","F9"
"2100","Genetic_epilepsy_syndromes.rds","FADS1"
"2101","Genetic_epilepsy_syndromes.rds","FAM107B"
"2102","Genetic_epilepsy_syndromes.rds","FAM49B"
"2103","Genetic_epilepsy_syndromes.rds","FAM50A"
"2104","Genetic_epilepsy_syndromes.rds","FAM76A"
"2105","Genetic_epilepsy_syndromes.rds","FANCA"
"2106","Genetic_epilepsy_syndromes.rds","FANCI"
"2107","Genetic_epilepsy_syndromes.rds","FARP1"
"2108","Genetic_epilepsy_syndromes.rds","FAS"
"2109","Genetic_epilepsy_syndromes.rds","FBLN2"
"2110","Genetic_epilepsy_syndromes.rds","FBN1"
"2111","Genetic_epilepsy_syndromes.rds","FBN2"
"2112","Genetic_epilepsy_syndromes.rds","FBXL16"
"2113","Genetic_epilepsy_syndromes.rds","FBXL19"
"2114","Genetic_epilepsy_syndromes.rds","FBXL20"
"2115","Genetic_epilepsy_syndromes.rds","FBXL3"
"2116","Genetic_epilepsy_syndromes.rds","FBXW11"
"2117","Genetic_epilepsy_syndromes.rds","FBXW7"
"2118","Genetic_epilepsy_syndromes.rds","FCHO1"
"2119","Genetic_epilepsy_syndromes.rds","FECH"
"2120","Genetic_epilepsy_syndromes.rds","FGFR1OP2"
"2121","Genetic_epilepsy_syndromes.rds","FHIT"
"2122","Genetic_epilepsy_syndromes.rds","FHL1"
"2123","Genetic_epilepsy_syndromes.rds","FHL2"
"2124","Genetic_epilepsy_syndromes.rds","FIGNL1"
"2125","Genetic_epilepsy_syndromes.rds","FIP1L1"
"2126","Genetic_epilepsy_syndromes.rds","FLAD1"
"2127","Genetic_epilepsy_syndromes.rds","FLII"
"2128","Genetic_epilepsy_syndromes.rds","FLYWCH1"
"2129","Genetic_epilepsy_syndromes.rds","FMR1"
"2130","Genetic_epilepsy_syndromes.rds","FOXP1"
"2131","Genetic_epilepsy_syndromes.rds","FOXP2"
"2132","Genetic_epilepsy_syndromes.rds","FOXRED1"
"2133","Genetic_epilepsy_syndromes.rds","FRMD4A"
"2134","Genetic_epilepsy_syndromes.rds","FRMD4B"
"2135","Genetic_epilepsy_syndromes.rds","FRY"
"2136","Genetic_epilepsy_syndromes.rds","FRYL"
"2137","Genetic_epilepsy_syndromes.rds","FUS"
"2138","Genetic_epilepsy_syndromes.rds","FXR1"
"2139","Genetic_epilepsy_syndromes.rds","FYN"
"2140","Genetic_epilepsy_syndromes.rds","FZD6"
"2141","Genetic_epilepsy_syndromes.rds","FZR1"
"2142","Genetic_epilepsy_syndromes.rds","G3BP2"
"2143","Genetic_epilepsy_syndromes.rds","G6PD"
"2144","Genetic_epilepsy_syndromes.rds","GAA"
"2145","Genetic_epilepsy_syndromes.rds","GABBR1"
"2146","Genetic_epilepsy_syndromes.rds","GABPA"
"2147","Genetic_epilepsy_syndromes.rds","GABPB1"
"2148","Genetic_epilepsy_syndromes.rds","GABRA2"
"2149","Genetic_epilepsy_syndromes.rds","GABRA5"
"2150","Genetic_epilepsy_syndromes.rds","GABRB1"
"2151","Genetic_epilepsy_syndromes.rds","GABRD"
"2152","Genetic_epilepsy_syndromes.rds","GABRE"
"2153","Genetic_epilepsy_syndromes.rds","GALK2"
"2154","Genetic_epilepsy_syndromes.rds","GALNS"
"2155","Genetic_epilepsy_syndromes.rds","GALT"
"2156","Genetic_epilepsy_syndromes.rds","GAPVD1"
"2157","Genetic_epilepsy_syndromes.rds","GATAD2B"
"2158","Genetic_epilepsy_syndromes.rds","GBA2"
"2159","Genetic_epilepsy_syndromes.rds","GCAT"
"2160","Genetic_epilepsy_syndromes.rds","GCDH"
"2161","Genetic_epilepsy_syndromes.rds","GCK"
"2162","Genetic_epilepsy_syndromes.rds","GDAP1"
"2163","Genetic_epilepsy_syndromes.rds","GDF11"
"2164","Genetic_epilepsy_syndromes.rds","GDI1"
"2165","Genetic_epilepsy_syndromes.rds","GFPT1"
"2166","Genetic_epilepsy_syndromes.rds","GGCX"
"2167","Genetic_epilepsy_syndromes.rds","GGT1"
"2168","Genetic_epilepsy_syndromes.rds","GH1"
"2169","Genetic_epilepsy_syndromes.rds","GH2"
"2170","Genetic_epilepsy_syndromes.rds","GHDC"
"2171","Genetic_epilepsy_syndromes.rds","GHR"
"2172","Genetic_epilepsy_syndromes.rds","GIGYF2"
"2173","Genetic_epilepsy_syndromes.rds","GIPC1"
"2174","Genetic_epilepsy_syndromes.rds","GK"
"2175","Genetic_epilepsy_syndromes.rds","GLRA2"
"2176","Genetic_epilepsy_syndromes.rds","GLS"
"2177","Genetic_epilepsy_syndromes.rds","GMPR2"
"2178","Genetic_epilepsy_syndromes.rds","GNA11"
